YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR
2017,1,5,19,7.57,92.69,0.53
2017,1,5,20,7.81,93.31,0.83
2017,1,5,21,8.18,93.31,1.24
2017,1,5,22,8.3,92.94,1.41
2017,1,5,23,8.24,92.31,1.06
2017,1,6,0,8.06,91.56,0.73
2017,1,6,1,7.75,89.94,0.51
2017,1,6,2,7.39,88.38,0.28
2017,1,6,3,7.08,86.31,0.15
2017,1,6,4,6.77,83.19,0.09
2017,1,6,5,6.53,79.94,0.1
2017,1,6,6,6.35,77.88,0.16
2017,1,6,7,6.23,76.25,0.18
2017,1,6,8,6.23,72.81,0.14
2017,1,6,9,6.23,68.25,0.11
2017,1,6,10,6.04,62.56,0.16
2017,1,6,11,5.92,58.94,0.33
2017,1,6,12,5.92,59.06,0.68
2017,1,6,13,6.04,61.44,1.37
2017,1,6,14,6.29,68.75,2.32
2017,1,6,15,6.65,79.56,3.86
2017,1,6,16,6.71,86.12,6.25
2017,1,6,17,6.47,91.31,8.25
2017,1,6,18,6.16,94.75,9.86
2017,1,6,19,5.8,96.5,9.2
2017,1,6,20,5.37,96.62,5.77
2017,1,6,21,5,96.75,5.12
2017,1,6,22,4.7,98.12,4.96
2017,1,6,23,4.64,97.94,3.4
2017,1,7,0,4.82,97.88,1.13
2017,1,7,1,4.88,98.19,2.79
2017,1,7,2,5.07,97.12,3.2
2017,1,7,3,5,94.44,1.89
2017,1,7,4,4.88,93.62,2.83
2017,1,7,5,4.76,94.69,1.38
2017,1,7,6,4.52,95.88,0.97
2017,1,7,7,4.09,95.75,0.85
2017,1,7,8,3.54,95.62,0.47
2017,1,7,9,3.05,93.31,0.19
2017,1,7,10,2.87,90.69,0.12
2017,1,7,11,2.81,87.56,0.07
2017,1,7,12,2.75,84.75,0.04
2017,1,7,13,2.75,82.12,0.02
2017,1,7,14,2.69,80.56,0.01
2017,1,7,15,2.62,81.31,0
2017,1,7,16,2.38,85.5,0
2017,1,7,17,2.08,93.75,0
2017,1,7,18,1.83,96.25,0
2017,1,7,19,1.71,97.88,0
2017,1,7,20,1.65,97.88,0
2017,1,7,21,1.71,96.88,0
2017,1,7,22,1.71,95.69,0
2017,1,7,23,1.77,94.75,0
2017,1,8,0,1.77,94.19,0
2017,1,8,1,1.77,93.81,0
2017,1,8,2,1.71,93.25,0
2017,1,8,3,1.71,92.56,0
2017,1,8,4,1.71,90.81,0
2017,1,8,5,1.77,89.06,0
2017,1,8,6,1.83,88.56,0
2017,1,8,7,1.89,88.62,0
2017,1,8,8,1.95,85.94,0
2017,1,8,9,2.14,81.69,0
2017,1,8,10,2.32,77.12,0
2017,1,8,11,2.56,74.19,0
2017,1,8,12,2.69,74.12,0
2017,1,8,13,2.75,74.25,0
2017,1,8,14,2.75,74.44,0
2017,1,8,15,2.69,76.69,0
2017,1,8,16,2.62,84.31,0
2017,1,8,17,2.32,92.19,0
2017,1,8,18,2.2,95.19,0
2017,1,8,19,2.08,98.19,0
2017,1,8,20,1.95,100,0
2017,1,8,21,1.95,100,0
2017,1,8,22,1.89,100,0
2017,1,8,23,1.89,100,0
2017,1,9,0,1.89,100,0
2017,1,9,1,1.89,97.81,0
2017,1,9,2,1.89,97.12,0
2017,1,9,3,1.95,96.56,0
2017,1,9,4,1.95,94.81,0
2017,1,9,5,2.01,92.5,0
2017,1,9,6,2.01,90.06,0
2017,1,9,7,2.08,87.56,0
2017,1,9,8,2.2,83.19,0
2017,1,9,9,2.44,74.5,0
2017,1,9,10,2.5,64.88,0
2017,1,9,11,2.56,62.88,0
2017,1,9,12,2.44,57.31,0
2017,1,9,13,2.56,58.06,0
2017,1,9,14,2.69,61.19,0
2017,1,9,15,3.05,71.44,0
2017,1,9,16,2.75,69.19,0
2017,1,9,17,2.56,68.62,0
2017,1,9,18,2.69,74.5,0
2017,1,9,19,2.81,80.5,0
2017,1,9,20,2.87,85,0.03
2017,1,9,21,2.87,86.81,0.03
2017,1,9,22,2.81,86.88,0.04
2017,1,9,23,2.69,86.62,0.04
2017,1,10,0,2.69,86.75,0.04
2017,1,10,1,2.75,86.25,0.03
2017,1,10,2,2.75,85.62,0.05
2017,1,10,3,2.87,84.38,0.29
2017,1,10,4,3.05,84.44,0.81
2017,1,10,5,3.17,85.25,1.25
2017,1,10,6,3.3,87.06,1.74
2017,1,10,7,3.48,89.5,2.4
2017,1,10,8,3.72,91.81,1.98
2017,1,10,9,3.91,90.06,1.15
2017,1,10,10,4.21,90.56,1
2017,1,10,11,4.46,93.12,1.14
2017,1,10,12,4.64,94.38,1.76
2017,1,10,13,4.64,95.81,2.27
2017,1,10,14,4.46,97.31,1.23
2017,1,10,15,4.39,98.19,0.23
2017,1,10,16,4.21,99.31,0.09
2017,1,10,17,4.15,99.19,0.07
2017,1,10,18,4.09,98.19,0.1
2017,1,10,19,4.09,97.19,0.15
2017,1,10,20,4.09,95.88,0.2
2017,1,10,21,4.09,93.88,0.33
2017,1,10,22,4.09,92.75,0.42
2017,1,10,23,4.03,93.06,0.33
2017,1,11,0,3.97,93,0.18
2017,1,11,1,3.72,92.62,0.11
2017,1,11,2,3.54,91.88,0.05
2017,1,11,3,3.42,90.75,0.02
2017,1,11,4,3.17,89.19,0
2017,1,11,5,2.99,89,0
2017,1,11,6,2.93,90.75,0
2017,1,11,7,2.99,92.94,0
2017,1,11,8,3.66,91.12,0
2017,1,11,9,4.15,88.94,0
2017,1,11,10,4.46,86.81,0
2017,1,11,11,4.52,79.88,0
2017,1,11,12,4.58,74.88,0
2017,1,11,13,4.64,72.12,0.01
2017,1,11,14,4.76,72.56,0
2017,1,11,15,4.82,76.12,0
2017,1,11,16,4.7,82.94,0
2017,1,11,17,4.58,87.75,0
2017,1,11,18,4.7,89.94,0.01
2017,1,11,19,4.88,91.5,0.02
2017,1,11,20,5.07,92.19,0.02
2017,1,11,21,5.31,92.88,0.04
2017,1,11,22,5.43,93.44,0.06
2017,1,11,23,5.49,93.69,0.14
2017,1,12,0,5.62,93.81,0.21
2017,1,12,1,5.68,94,0.28
2017,1,12,2,5.8,94.06,0.48
2017,1,12,3,5.98,94.56,0.88
2017,1,12,4,6.23,94.69,1.46
2017,1,12,5,6.41,94.56,1.78
2017,1,12,6,6.53,94.38,1.53
2017,1,12,7,6.59,94.25,2.05
2017,1,12,8,6.71,95.19,3.53
2017,1,12,9,6.53,95.31,3.75
2017,1,12,10,5.74,91.62,1.59
2017,1,12,11,5.13,82.31,0.27
2017,1,12,12,4.82,71.25,0.02
2017,1,12,13,4.46,63.81,0
2017,1,12,14,4.09,59.62,0
2017,1,12,15,4.03,61.62,0
2017,1,12,16,4.15,76.81,0
2017,1,12,17,3.42,72.19,0
2017,1,12,18,3.3,71.5,0
2017,1,12,19,3.17,71.19,0
2017,1,12,20,3.11,70.88,0
2017,1,12,21,3.11,71.94,0
2017,1,12,22,3.11,70.31,0
2017,1,12,23,3.11,69.81,0
2017,1,13,0,3.17,71.38,0
2017,1,13,1,3.17,74.38,0
2017,1,13,2,3.11,79,0
2017,1,13,3,3.11,81,0
2017,1,13,4,3.05,83.44,0
2017,1,13,5,2.99,85.75,0
2017,1,13,6,2.99,88.69,0
2017,1,13,7,3.05,91.31,0
2017,1,13,8,3.54,83.75,0
2017,1,13,9,3.72,77.5,0
2017,1,13,10,3.91,66.88,0
2017,1,13,11,3.85,58.31,0
2017,1,13,12,3.78,53.88,0
2017,1,13,13,3.78,52.25,0
2017,1,13,14,3.78,52.94,0
2017,1,13,15,4.21,62,0
2017,1,13,16,4.21,77.19,0
2017,1,13,17,3.42,71.88,0
2017,1,13,18,3.23,72.75,0
2017,1,13,19,3.11,75.44,0
2017,1,13,20,3.05,78.25,0
2017,1,13,21,2.99,80.81,0
2017,1,13,22,2.93,82.19,0
2017,1,13,23,2.93,82.44,0
2017,1,14,0,3.05,81.12,0.01
2017,1,14,1,3.17,80.44,0.01
2017,1,14,2,3.42,80.19,0.02
2017,1,14,3,3.6,80.38,0.02
2017,1,14,4,3.78,82.31,0.02
2017,1,14,5,4.03,84.5,0.02
2017,1,14,6,4.39,87.44,0.04
2017,1,14,7,4.82,91.19,0.06
2017,1,14,8,5.31,91.88,0.1
2017,1,14,9,5.8,91.5,0.13
2017,1,14,10,6.1,89.75,0.18
2017,1,14,11,6.41,87.56,0.23
2017,1,14,12,6.71,84.62,0.24
2017,1,14,13,6.77,82.31,0.2
2017,1,14,14,6.84,83.38,0.12
2017,1,14,15,6.77,86.75,0.07
2017,1,14,16,6.53,89.94,0.04
2017,1,14,17,6.16,91.62,0.04
2017,1,14,18,5.98,91.69,0.1
2017,1,14,19,5.98,92.19,0.25
2017,1,14,20,5.98,92.19,0.56
2017,1,14,21,6.04,92.62,0.58
2017,1,14,22,6.23,92.56,0.73
2017,1,14,23,6.41,94.44,1.05
2017,1,15,0,6.41,96.06,1.56
2017,1,15,1,6.47,95.94,2.07
2017,1,15,2,6.53,95.81,2.16
2017,1,15,3,6.59,95.19,2.26
2017,1,15,4,6.71,95.94,2.47
2017,1,15,5,6.71,97.06,1.81
2017,1,15,6,6.71,97.69,0.93
2017,1,15,7,6.65,97.88,0.69
2017,1,15,8,6.84,94.31,0.28
2017,1,15,9,7.14,88.31,0.16
2017,1,15,10,6.71,79.62,0.09
2017,1,15,11,6.41,74.56,0.07
2017,1,15,12,6.35,73.5,0.12
2017,1,15,13,6.35,75,0.18
2017,1,15,14,6.47,77.12,0.16
2017,1,15,15,6.77,82.5,0.06
2017,1,15,16,6.41,85.38,0.02
2017,1,15,17,5.74,82.19,0
2017,1,15,18,5.68,83.44,0
2017,1,15,19,5.62,87.56,0
2017,1,15,20,5.62,89.69,0.03
2017,1,15,21,5.62,92.81,0.41
2017,1,15,22,5.55,96.62,0.61
2017,1,15,23,5.55,98.5,0.91
2017,1,16,0,5.55,97.38,2.14
2017,1,16,1,5.55,95.44,3.58
2017,1,16,2,5.62,94.75,3.83
2017,1,16,3,6.29,93.69,2.22
2017,1,16,4,6.9,92.81,1
2017,1,16,5,6.96,92.5,1.16
2017,1,16,6,6.96,91.88,1.19
2017,1,16,7,7.02,91.88,0.94
2017,1,16,8,7.26,91.62,0.78
2017,1,16,9,7.51,90.88,1.29
2017,1,16,10,7.69,90.62,2.21
2017,1,16,11,7.87,90.75,2.1
2017,1,16,12,8.06,90.5,1.43
2017,1,16,13,8.06,90,0.81
2017,1,16,14,7.87,89.81,0.51
2017,1,16,15,7.69,90.19,0.39
2017,1,16,16,7.26,94,0.32
2017,1,16,17,6.59,96.75,0.3
2017,1,16,18,6.35,98,0.27
2017,1,16,19,6.29,98.75,0.29
2017,1,16,20,6.29,99.88,0.6
2017,1,16,21,6.23,100,0.93
2017,1,16,22,6.29,100,1.03
2017,1,16,23,6.41,100,1.03
2017,1,17,0,6.53,98.94,0.91
2017,1,17,1,6.53,98.44,0.75
2017,1,17,2,6.35,99.44,0.7
2017,1,17,3,6.29,99.62,0.65
2017,1,17,4,6.29,98,0.62
2017,1,17,5,6.35,97.06,0.69
2017,1,17,6,6.29,97.56,0.92
2017,1,17,7,6.53,97.19,1.12
2017,1,17,8,7.2,94.31,1.28
2017,1,17,9,7.63,92.12,1.37
2017,1,17,10,7.87,87.38,1.27
2017,1,17,11,7.57,79.75,1.26
2017,1,17,12,7.26,75.88,1.46
2017,1,17,13,7.2,76.44,1.33
2017,1,17,14,7.14,78.44,0.99
2017,1,17,15,7.2,83.38,1.15
2017,1,17,16,7.02,91.31,1.16
2017,1,17,17,6.65,93.31,1.12
2017,1,17,18,6.59,92.81,1.09
2017,1,17,19,6.59,92.75,1.06
2017,1,17,20,6.53,93.94,0.27
2017,1,17,21,6.41,95.38,0.2
2017,1,17,22,6.29,96.81,0.16
2017,1,17,23,6.1,98.62,0.15
2017,1,18,0,5.98,99.81,0.17
2017,1,18,1,5.92,99.44,0.18
2017,1,18,2,5.98,98.69,0.17
2017,1,18,3,5.98,96.88,0.13
2017,1,18,4,5.92,95.44,0.1
2017,1,18,5,5.86,94.56,0.05
2017,1,18,6,5.74,95.5,0.03
2017,1,18,7,5.62,97.69,0.02
2017,1,18,8,6.35,95.06,0.02
2017,1,18,9,6.71,89.94,0.03
2017,1,18,10,6.84,81.31,0.06
2017,1,18,11,6.77,75.06,0.1
2017,1,18,12,6.71,71.19,0.11
2017,1,18,13,6.59,69.12,0.09
2017,1,18,14,6.47,68.25,0.05
2017,1,18,15,6.47,70.69,0.01
2017,1,18,16,6.35,75.62,0.01
2017,1,18,17,5.8,77.44,0
2017,1,18,18,5.74,83.62,0
2017,1,18,19,5.55,88.56,0
2017,1,18,20,5.43,91.25,0
2017,1,18,21,5.25,93,0
2017,1,18,22,5.13,94.25,0
2017,1,18,23,4.94,95.06,0
2017,1,19,0,4.82,95.81,0
2017,1,19,1,4.7,96.25,0
2017,1,19,2,4.64,96.81,0
2017,1,19,3,4.52,96.62,0.01
2017,1,19,4,4.46,96.06,0.01
2017,1,19,5,4.46,95.94,0.01
2017,1,19,6,4.39,95.38,0.03
2017,1,19,7,4.52,91,0.05
2017,1,19,8,4.7,85.56,0.05
2017,1,19,9,5.07,83.62,0.08
2017,1,19,10,5.68,82.38,0.07
2017,1,19,11,6.16,76.94,0.08
2017,1,19,12,6.47,74.62,0.15
2017,1,19,13,6.65,74.56,0.24
2017,1,19,14,6.71,75.75,0.32
2017,1,19,15,7.14,83.06,0.49
2017,1,19,16,6.65,86,0.69
2017,1,19,17,6.29,87.06,0.9
2017,1,19,18,6.41,90.75,1.09
2017,1,19,19,6.47,93.12,1.13
2017,1,19,20,6.41,94.88,0.05
2017,1,19,21,6.35,95.62,0.02
2017,1,19,22,6.29,96.81,0.01
2017,1,19,23,6.23,99.31,0.01
2017,1,20,0,6.16,100,0.01
2017,1,20,1,6.1,100,0.01
2017,1,20,2,5.98,100,0.01
2017,1,20,3,5.86,99.88,0.01
2017,1,20,4,5.68,98.5,0.02
2017,1,20,5,5.43,97.06,0.01
2017,1,20,6,5.19,96.38,0.01
2017,1,20,7,4.94,95.44,0.01
2017,1,20,8,4.82,92.5,0
2017,1,20,9,4.82,87.44,0
2017,1,20,10,4.94,80.06,0
2017,1,20,11,4.94,72.19,0
2017,1,20,12,4.94,67.25,0
2017,1,20,13,4.88,65,0
2017,1,20,14,4.76,64.44,0
2017,1,20,15,4.64,67.06,0
2017,1,20,16,4.58,75.12,0
2017,1,20,17,4.33,82.56,0
2017,1,20,18,4.15,85.75,0
2017,1,20,19,3.97,87.88,0
2017,1,20,20,3.91,92,0
2017,1,20,21,3.78,95.31,0
2017,1,20,22,3.72,97.75,0
2017,1,20,23,3.6,99.69,0
2017,1,21,0,3.48,100,0
2017,1,21,1,3.42,100,0
2017,1,21,2,3.36,100,0
2017,1,21,3,3.3,100,0
2017,1,21,4,3.23,100,0
2017,1,21,5,3.23,100,0
2017,1,21,6,3.17,100,0
2017,1,21,7,3.17,100,0
2017,1,21,8,3.36,89.88,0
2017,1,21,9,3.6,79,0
2017,1,21,10,3.91,70.12,0
2017,1,21,11,4.15,62.94,0
2017,1,21,12,4.27,59.69,0
2017,1,21,13,4.27,57.81,0
2017,1,21,14,4.15,57.25,0
2017,1,21,15,4.15,60.19,0
2017,1,21,16,4.46,77.69,0
2017,1,21,17,3.78,83.81,0
2017,1,21,18,3.54,84.69,0
2017,1,21,19,3.36,86.31,0
2017,1,21,20,3.17,88.88,0
2017,1,21,21,3.11,92,0
2017,1,21,22,3.11,95.06,0
2017,1,21,23,3.05,96.81,0
2017,1,22,0,2.99,97.25,0
2017,1,22,1,2.93,96.81,0
2017,1,22,2,2.87,96.31,0
2017,1,22,3,2.87,96.38,0
2017,1,22,4,2.81,96.56,0
2017,1,22,5,2.81,96.38,0
2017,1,22,6,2.75,96.88,0
2017,1,22,7,2.81,95.31,0
2017,1,22,8,3.05,81.75,0
2017,1,22,9,3.3,73.75,0
2017,1,22,10,3.36,60.94,0
2017,1,22,11,3.36,53.69,0
2017,1,22,12,3.3,49.44,0
2017,1,22,13,3.36,47.75,0
2017,1,22,14,3.48,48.06,0
2017,1,22,15,3.91,56.12,0
2017,1,22,16,4.21,74.69,0
2017,1,22,17,3.42,76.06,0
2017,1,22,18,3.36,79.81,0
2017,1,22,19,3.23,82,0
2017,1,22,20,3.17,83.81,0
2017,1,22,21,3.05,85.38,0
2017,1,22,22,2.87,86.44,0
2017,1,22,23,2.75,87.31,0
2017,1,23,0,2.75,88.5,0
2017,1,23,1,2.75,89.12,0
2017,1,23,2,2.75,88.5,0
2017,1,23,3,2.87,88.25,0
2017,1,23,4,2.93,89.06,0
2017,1,23,5,2.93,89.5,0
2017,1,23,6,2.93,90.12,0
2017,1,23,7,2.93,89.19,0
2017,1,23,8,3.17,79.94,0
2017,1,23,9,3.54,75.62,0
2017,1,23,10,4.21,70.56,0
2017,1,23,11,4.76,64.69,0
2017,1,23,12,4.82,61.44,0
2017,1,23,13,4.76,58.94,0
2017,1,23,14,4.58,57.5,0
2017,1,23,15,4.64,61.19,0
2017,1,23,16,4.76,72.81,0
2017,1,23,17,3.97,72.31,0
2017,1,23,18,3.85,78.88,0
2017,1,23,19,3.6,80.12,0
2017,1,23,20,3.36,75.75,0
2017,1,23,21,3.3,74.81,0
2017,1,23,22,3.36,77.56,0
2017,1,23,23,3.48,80.31,0
2017,1,24,0,3.54,80.88,0
2017,1,24,1,3.6,81.25,0
2017,1,24,2,3.72,81.94,0.03
2017,1,24,3,3.85,83.12,0.16
2017,1,24,4,3.97,85.56,0.23
2017,1,24,5,4.09,89.19,0.18
2017,1,24,6,4.15,90.88,0.15
2017,1,24,7,4.15,90.75,0.1
2017,1,24,8,4.27,89.19,0.05
2017,1,24,9,4.58,87.81,0.04
2017,1,24,10,5,85.25,0.08
2017,1,24,11,5.43,82.56,0.13
2017,1,24,12,5.8,81.88,0.24
2017,1,24,13,6.16,83.75,0.38
2017,1,24,14,6.35,86,0.38
2017,1,24,15,6.35,90.75,0.32
2017,1,24,16,6.04,94.88,0.32
2017,1,24,17,5.62,95.62,0.36
2017,1,24,18,5.31,94.81,0.42
2017,1,24,19,5.19,94.56,0.52
2017,1,24,20,5.19,94.06,0.72
2017,1,24,21,5.19,93.69,0.62
2017,1,24,22,5.19,93.62,0.71
2017,1,24,23,5.13,92.94,0.91
2017,1,25,0,5.13,92.81,1.16
2017,1,25,1,5.13,93.19,1.46
2017,1,25,2,5.13,93.38,1.65
2017,1,25,3,5.07,93.62,1.53
2017,1,25,4,5.07,93.38,0.89
2017,1,25,5,5.07,92.94,0.26
2017,1,25,6,5.13,94.06,0.1
2017,1,25,7,5.19,94.88,0.04
2017,1,25,8,5.37,93.5,0.03
2017,1,25,9,5.68,91.75,0.04
2017,1,25,10,5.98,89.56,0.05
2017,1,25,11,6.04,88.06,0.07
2017,1,25,12,5.98,88.06,0.11
2017,1,25,13,5.8,88.69,0.13
2017,1,25,14,5.55,88.94,0.14
2017,1,25,15,5.37,88.62,0.11
2017,1,25,16,5.13,89.12,0.08
2017,1,25,17,4.82,88.75,0.04
2017,1,25,18,4.52,88.69,0.02
2017,1,25,19,4.27,89.69,0.01
2017,1,25,20,4.09,90.5,0.01
2017,1,25,21,4.03,90.81,0.01
2017,1,25,22,3.91,90.31,0.01
2017,1,25,23,3.85,90.62,0.01
2017,1,26,0,3.78,90.44,0.02
2017,1,26,1,3.72,90.19,0.02
2017,1,26,2,3.66,89.88,0.04
2017,1,26,3,3.54,89.75,0.05
2017,1,26,4,3.48,89.69,0.07
2017,1,26,5,3.42,89.81,0.06
2017,1,26,6,3.36,90.38,0.03
2017,1,26,7,3.3,89.81,0.01
2017,1,26,8,3.42,86.31,0
2017,1,26,9,3.48,79.31,0
2017,1,26,10,3.36,68.5,0
2017,1,26,11,3.23,59.19,0
2017,1,26,12,3.23,54.25,0
2017,1,26,13,3.23,53.06,0
2017,1,26,14,3.17,54.19,0
2017,1,26,15,3.05,57.38,0
2017,1,26,16,2.99,64.94,0
2017,1,26,17,2.87,72.69,0
2017,1,26,18,2.75,75.44,0
2017,1,26,19,2.75,79,0
2017,1,26,20,2.69,82.5,0
2017,1,26,21,2.62,85.69,0
2017,1,26,22,2.62,88.62,0
2017,1,26,23,2.62,91.69,0
2017,1,27,0,2.69,93.62,0
2017,1,27,1,2.81,91.62,0
2017,1,27,2,2.81,89.88,0
2017,1,27,3,2.75,88.5,0
2017,1,27,4,2.69,88.38,0
2017,1,27,5,2.62,89.31,0
2017,1,27,6,2.56,90.81,0
2017,1,27,7,2.62,89.69,0
2017,1,27,8,2.62,81.38,0
2017,1,27,9,2.5,71.06,0
2017,1,27,10,2.44,63.19,0
2017,1,27,11,2.38,58.62,0
2017,1,27,12,2.38,56.12,0
2017,1,27,13,2.38,55,0
2017,1,27,14,2.38,55.19,0
2017,1,27,15,2.44,57.69,0
2017,1,27,16,2.56,69.19,0
2017,1,27,17,2.44,83.56,0
2017,1,27,18,2.38,85.06,0
2017,1,27,19,2.32,86.38,0
2017,1,27,20,2.32,87.75,0
2017,1,27,21,2.32,89,0
2017,1,27,22,2.32,90,0
2017,1,27,23,2.32,90.56,0
2017,1,28,0,2.32,90.81,0
2017,1,28,1,2.32,91.12,0
2017,1,28,2,2.32,91.44,0
2017,1,28,3,2.32,91.62,0
2017,1,28,4,2.32,91.62,0
2017,1,28,5,2.32,91.75,0
2017,1,28,6,2.32,92,0
2017,1,28,7,2.38,89,0
2017,1,28,8,2.38,73.44,0
2017,1,28,9,2.38,61.06,0
2017,1,28,10,2.5,56.25,0
2017,1,28,11,2.69,54.38,0
2017,1,28,12,2.81,53.69,0
2017,1,28,13,2.87,53.56,0
2017,1,28,14,2.93,54.69,0
2017,1,28,15,3.11,60.12,0
2017,1,28,16,3.3,78.81,0
2017,1,28,17,2.75,82.88,0
2017,1,28,18,2.69,85.19,0
2017,1,28,19,2.69,87.75,0
2017,1,28,20,2.69,90.06,0
2017,1,28,21,2.69,92.12,0
2017,1,28,22,2.69,93.12,0
2017,1,28,23,2.69,92.81,0
2017,1,29,0,2.62,92,0
2017,1,29,1,2.62,91.19,0
2017,1,29,2,2.62,90.56,0
2017,1,29,3,2.56,90.25,0
2017,1,29,4,2.56,90.31,0
2017,1,29,5,2.56,90.81,0
2017,1,29,6,2.56,91,0
2017,1,29,7,2.56,87.88,0
2017,1,29,8,2.69,79.56,0
2017,1,29,9,2.81,67.19,0
2017,1,29,10,3.05,60.69,0
2017,1,29,11,3.23,55.88,0
2017,1,29,12,3.42,53.5,0
2017,1,29,13,3.6,53.62,0
2017,1,29,14,3.72,55.5,0
2017,1,29,15,4.15,66.25,0
2017,1,29,16,3.72,72.81,0
2017,1,29,17,3.05,71.75,0
2017,1,29,18,2.93,74.25,0
2017,1,29,19,2.87,75.62,0
2017,1,29,20,2.87,76.94,0
2017,1,29,21,2.93,77.88,0
2017,1,29,22,2.93,79.06,0
2017,1,29,23,2.99,80.5,0
2017,1,30,0,3.05,81.88,0
2017,1,30,1,3.11,83,0
2017,1,30,2,3.11,84.44,0
2017,1,30,3,3.17,85.69,0
2017,1,30,4,3.17,86.88,0
2017,1,30,5,3.23,87.56,0
2017,1,30,6,3.23,88.12,0
2017,1,30,7,3.3,88.06,0
2017,1,30,8,3.36,79.75,0
2017,1,30,9,3.48,75.62,0
2017,1,30,10,3.54,65.44,0
2017,1,30,11,3.72,60.81,0
