iter	MAPE
405	0.1936111891
406	0.1936109945
407	0.1936107513
408	0.1936105324
409	0.1936103014
410	0.1936100825
411	0.1936098514
412	0.1936096325
413	0.1936093893
414	0.1936091826
415	0.1936089515
416	0.1936087326
417	0.1936084651
418	0.1936082827
419	0.1936080395
420	0.1936078084
421	0.193607553
422	0.1936073463
423	0.1936071395
424	0.1936069207
425	0.1936067018
426	0.1936064342
427	0.1936062396
428	0.1936059964
429	0.1936057775
430	0.1936055586
431	0.1936053154
432	0.1936050965
433	0.1936048655
434	0.1936046223
435	0.1936044642
436	0.1936041966
437	0.1936039899
438	0.1936037588
439	0.1936035278
440	0.1936032846
441	0.1936030535
442	0.1936028225
443	0.1936026157
444	0.1936023968
445	0.1936021415
446	0.1936019104
447	0.1936017158
448	0.1936014604
449	0.1936012537
450	0.1936010227
451	0.1936007916
452	0.1936005727
453	0.1936003417
454	0.1936001349
455	0.1935998795
456	0.1935996728
457	0.1935994296
458	0.1935992107
459	0.193599004
460	0.1935987729
461	0.1935985297
462	0.1935983108
463	0.1935980919
464	0.1935978487
465	0.1935976055
466	0.1935974231
467	0.1935971798
468	0.1935969609
469	0.1935967299
470	0.1935964867
471	0.1935962678
472	0.1935960489
473	0.1935958543
474	0.1935955624
475	0.1935953679
476	0.193595149
477	0.1935948936
478	0.1935946625
479	0.1935944801
480	0.1935942248
481	0.1935939937
482	0.1935937626
483	0.1935935802
484	0.1935933005
485	0.193593106
486	0.1935928627
487	0.193592656
488	0.1935924371
489	0.1935921817
490	0.1935919628
491	0.1935917196
492	0.1935915007
493	0.1935912575
494	0.1935910629
495	0.1935908197
496	0.1935906008
497	0.1935903698
498	0.193590163
499	0.193589932
500	0.1935897009
501	0.1935894699
502	0.1935892145
503	0.1935889956
504	0.1935887767
505	0.1935885821
506	0.1935883389
507	0.1935881079
508	0.1935878768
509	0.1935876822
510	0.1935873904
511	0.1935872201
512	0.1935869526
513	0.193586758
514	0.1935865026
515	0.1935863324
516	0.1935860527
517	0.1935858824
518	0.1935856271
519	0.193585396
520	0.1935851649
521	0.1935849461
522	0.193584715
523	0.1935844839
524	0.1935842529
525	0.193584034
526	0.1935838151
527	0.1935835719
528	0.193583353
529	0.1935831341
530	0.1935828909
531	0.1935826841
532	0.1935824652
533	0.193582222
534	0.1935820031
535	0.1935818086
536	0.1935815289
537	0.1935813343
538	0.1935811154
539	0.19358086
540	0.1935806533
541	0.1935804344
542	0.193580179
543	0.1935799601
544	0.1935797291
545	0.1935794858
546	0.1935792791
547	0.1935790602
548	0.1935788292
549	0.1935786103
550	0.1935783914
551	0.1935781482
552	0.1935779293
553	0.193577686
554	0.1935774671
555	0.1935772239
556	0.1935770172
557	0.1935767497
558	0.1935765551
559	0.193576324
560	0.1935761295
561	0.1935758862
562	0.193575643
563	0.1935754241
564	0.1935752174
565	0.1935749742
566	0.1935747553
567	0.1935745242
568	0.1935743053
569	0.1935740621
570	0.1935738797
571	0.1935736243
572	0.1935734054
573	0.1935731744
574	0.1935729312
575	0.1935726879
576	0.1935724934
577	0.1935722623
578	0.1935720191
579	0.1935718124
580	0.1935715813
581	0.1935713624
582	0.1935711314
583	0.1935708881
584	0.1935706692
585	0.1935704504
586	0.1935702071
587	0.1935700004
588	0.1935697572
589	0.1935695383
590	0.1935692951
591	0.1935690883
592	0.1935688694
593	0.1935686627
594	0.1935683952
595	0.1935682006
596	0.1935679452
597	0.1935677628
598	0.1935674953
599	0.1935673007
600	0.1935670453
601	0.1935668264
602	0.1935666075
603	0.1935664008
604	0.1935661211
605	0.1935659265
606	0.1935657076
607	0.1935654523
608	0.1935652334
609	0.1935650388
610	0.1935647956
611	0.1935645767
612	0.1935643213
613	0.1935640781
614	0.1935638835
615	0.1935636403
616	0.1935634336
617	0.1935631782
618	0.1935629593
619	0.1935627282
620	0.1935625215
621	0.1935622783
622	0.1935620715
623	0.1935618405
624	0.1935616216
625	0.1935613784
626	0.1935611595
627	0.1935609284
628	0.1935606974
629	0.1935604906
630	0.1935602474
631	0.1935600285
632	0.1935597853
633	0.1935595786
634	0.1935593354
635	0.1935591651
636	0.1935589097
637	0.1935586787
638	0.1935584598
639	0.1935582044
640	0.193557949
641	0.1935577788
642	0.1935575599
643	0.1935573288
644	0.1935570978
645	0.1935568424
646	0.1935566721
647	0.1935564046
648	0.1935561614
649	0.1935559668
650	0.1935557479
651	0.1935554925
652	0.1935552858
653	0.1935550669
654	0.1935548237
655	0.1935545926
656	0.1935543494
657	0.1935541305
658	0.1935539238
659	0.1935536927
660	0.1935534617
661	0.1935532671
662	0.1935529996
663	0.193552805
664	0.1935525739
665	0.1935523429
666	0.1935520997
667	0.1935518565
668	0.1935516254
669	0.1935514308
670	0.1935512241
671	0.1935509566
672	0.193550762
673	0.1935505188
674	0.1935502877
675	0.1935500688
676	0.1935498378
677	0.1935496432
678	0.1935494
679	0.1935491811
680	0.1935489379
681	0.1935487433
682	0.1935485122
683	0.193548269
684	0.1935480136
685	0.1935478312
686	0.1935475759
687	0.1935473934
688	0.1935470894
689	0.1935468948
690	0.1935466638
691	0.1935464814
692	0.1935462503
693	0.1935460314
694	0.1935457761
695	0.193545545
696	0.1935453383
697	0.1935451072
698	0.1935449126
699	0.1935446451
700	0.1935444262
701	0.1935441951
702	0.1935439762
703	0.1935437574
704	0.1935435263
705	0.1935432831
706	0.1935430277
707	0.193542821
708	0.1935426021
709	0.193542371
710	0.1935421521
711	0.1935419089
712	0.1935417143
713	0.1935414833
714	0.1935412522
715	0.193541009
716	0.1935408388
717	0.1935405469
718	0.193540328
719	0.1935401213
720	0.1935399024
721	0.1935396348
722	0.1935394524
723	0.193539197
724	0.1935390025
725	0.1935387471
726	0.1935385282
727	0.1935383215
728	0.1935380783
729	0.1935378715
730	0.1935376283
731	0.1935374337
732	0.1935371784
733	0.1935369595
734	0.1935367041
735	0.1935364973
736	0.1935362541
737	0.1935360474
738	0.1935358042
739	0.1935356096
740	0.1935353421
741	0.1935351475
742	0.1935348921
743	0.1935346732
744	0.1935344422
745	0.1935342111
746	0.1935339801
747	0.193533749
748	0.1935335666
749	0.1935333112
750	0.1935331288
751	0.1935328734
752	0.1935326667
753	0.193532387
754	0.1935322411
755	0.1935319492
756	0.1935317668
757	0.1935315236
758	0.1935313047
759	0.1935310493
760	0.1935308182
761	0.1935306115
762	0.1935304048
763	0.1935301859
764	0.1935299427
765	0.1935297116
766	0.1935294806
767	0.1935292617
768	0.1935290549
769	0.1935288239
770	0.1935285685
771	0.1935283618
772	0.1935281429
773	0.193527924
774	0.1935276808
775	0.1935274375
776	0.1935272308
777	0.1935269997
778	0.1935267444
779	0.1935265498
780	0.1935263187
781	0.1935260755
782	0.1935258445
783	0.1935256256
784	0.1935254067
785	0.1935251999
786	0.1935249689
787	0.19352475
788	0.1935245068
789	0.1935243
790	0.193524069
791	0.1935238379
792	0.193523619
793	0.193523388
794	0.1935231204
795	0.1935229502
796	0.193522707
797	0.1935224881
798	0.193522257
799	0.1935220138
800	0.1935217828
801	0.193521576
802	0.193521345
803	0.1935211504
804	0.1935209315
805	0.193520664
806	0.1935204572
807	0.1935202262
808	0.1935200073
809	0.1935197641
810	0.1935195573
811	0.1935193141
812	0.1935190952
813	0.1935188642
814	0.1935186331
815	0.1935184264
816	0.193518171
817	0.1935179764
818	0.1935177454
819	0.1935175143
820	0.1935172954
821	0.1935170887
822	0.1935168333
823	0.1935166022
824	0.1935163712
825	0.1935161645
826	0.1935159212
827	0.193515678
828	0.1935154713
829	0.1935152281
830	0.1935150213
831	0.1935148268
832	0.1935145714
833	0.1935143403
834	0.193514085
835	0.1935138904
836	0.1935136472
837	0.1935134283
838	0.1935131972
839	0.1935129783
840	0.1935127473
841	0.1935125527
842	0.1935123338
843	0.1935120906
844	0.1935118474
845	0.1935116528
846	0.1935113974
847	0.1935111907
848	0.1935109839
849	0.1935107286
850	0.1935105097
851	0.1935103029
852	0.1935100597
853	0.1935098165
854	0.1935095855
855	0.1935093787
856	0.1935091355
857	0.1935089288
858	0.1935087099
859	0.1935084667
860	0.1935082478
861	0.1935079924
862	0.1935077856
863	0.1935075424
864	0.1935073235
865	0.1935071168
866	0.1935068736
867	0.1935066304
868	0.1935064358
869	0.1935061926
870	0.1935059858
871	0.1935057305
872	0.1935055116
873	0.1935052805
874	0.1935050738
875	0.1935048671
876	0.1935046117
877	0.1935044049
878	0.1935041496
879	0.1935039428
880	0.1935037239
881	0.1935035172
882	0.1935032618
883	0.1935030551
884	0.193502824
885	0.1935026051
886	0.1935023741
887	0.1935021552
888	0.1935018877
889	0.1935016931
890	0.193501462
891	0.1935012188
892	0.1935009999
893	0.1935007689
894	0.1935005621
895	0.1935003189
896	0.1935001
897	0.1934998811
898	0.1934996501
899	0.193499419
900	0.1934992001
901	0.1934989447
902	0.1934987623
903	0.1934985191
904	0.1934982759
905	0.1934980692
906	0.1934978016
907	0.1934975949
908	0.193497376
909	0.1934971328
910	0.1934969017
911	0.1934966828
912	0.1934964639
913	0.1934962572
914	0.1934960383
915	0.1934957708
916	0.1934955762
917	0.193495333
918	0.1934951384
919	0.1934948587
920	0.1934946884
921	0.1934944209
922	0.1934942263
923	0.1934939466
924	0.1934937764
925	0.1934934967
926	0.1934933264
927	0.1934930832
928	0.1934928765
929	0.1934926211
930	0.1934923901
931	0.1934921347
932	0.1934919279
933	0.193491709
934	0.1934914901
935	0.1934912713
936	0.1934910524
937	0.1934908213
938	0.1934905781
939	0.1934903592
940	0.193490116
941	0.1934899214
942	0.1934896539
943	0.1934894471
944	0.1934892282
945	0.193488985
946	0.1934887418
947	0.1934885351
948	0.1934883162
949	0.1934880973
950	0.1934878541
951	0.193487623
952	0.1934874163
953	0.1934871852
954	0.193486942
955	0.1934867474
956	0.1934864799
957	0.1934862732
958	0.1934860543
959	0.193485811
960	0.1934856286
961	0.1934853611
962	0.1934851665
963	0.1934849233
964	0.1934847044
965	0.1934844855
966	0.1934842545
967	0.1934840234
968	0.1934837802
969	0.1934835613
970	0.1934833424
971	0.1934830992
972	0.1934828925
973	0.1934826736
974	0.1934824303
975	0.1934822358
976	0.1934819925
977	0.1934817615
978	0.1934815304
979	0.1934813237
980	0.1934810683
981	0.1934808616
982	0.1934806062
983	0.1934804116
984	0.1934801684
985	0.1934799739
986	0.1934797306
987	0.1934795117
988	0.1934792807
989	0.1934790618
990	0.1934788429
991	0.1934785997
992	0.1934783686
993	0.1934781254
994	0.1934779187
995	0.1934776876
996	0.1934774809
997	0.1934772255
998	0.1934770309
999	0.1934767634
