YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR
2017,4,14,8,6.53,61.25,0
2017,4,14,9,6.53,49.38,0
2017,4,14,10,7.26,50.75,0
2017,4,14,11,7.57,49.94,0
2017,4,14,12,7.69,48.81,0
2017,4,14,13,7.69,48.06,0
2017,4,14,14,7.69,47.81,0
2017,4,14,15,7.69,48.31,0
2017,4,14,16,7.75,50.19,0
2017,4,14,17,8.36,58.62,0
2017,4,14,18,8.79,73.12,0
2017,4,14,19,8.54,78.44,0
2017,4,14,20,8.48,82.31,0
2017,4,14,21,8.42,86.38,0
2017,4,14,22,8.42,89.06,0
2017,4,14,23,8.36,89.81,0
2017,4,15,0,8.18,88.31,0
2017,4,15,1,7.81,85,0
2017,4,15,2,7.45,80.94,0
2017,4,15,3,7.08,77.88,0
2017,4,15,4,6.84,75.88,0
2017,4,15,5,6.65,75.44,0
2017,4,15,6,7.26,78.31,0
2017,4,15,7,6.96,66.06,0
2017,4,15,8,7.32,59.62,0
2017,4,15,9,7.51,50.62,0
2017,4,15,10,7.32,44.69,0
2017,4,15,11,7.14,40.19,0
2017,4,15,12,7.02,37.81,0
2017,4,15,13,6.96,36.75,0
2017,4,15,14,6.96,36.62,0
2017,4,15,15,7.08,38.06,0
2017,4,15,16,7.2,40.44,0
2017,4,15,17,8.06,48.75,0
2017,4,15,18,9.28,66.62,0
2017,4,15,19,8.73,68.94,0
2017,4,15,20,8.36,67.81,0
2017,4,15,21,8.12,66.94,0
2017,4,15,22,8.12,70.19,0
2017,4,15,23,8,73.75,0
2017,4,16,0,7.87,76.69,0
2017,4,16,1,7.93,81.38,0
2017,4,16,2,8.24,87.25,0
2017,4,16,3,8.54,93.69,0
2017,4,16,4,8.91,99.94,0
2017,4,16,5,9.16,100,0
2017,4,16,6,9.46,97,0
2017,4,16,7,9.58,85.88,0
2017,4,16,8,9.22,74.31,0
2017,4,16,9,8.85,65.69,0
2017,4,16,10,8.61,60.75,0
2017,4,16,11,8.42,57.38,0
2017,4,16,12,8.36,55.88,0
2017,4,16,13,8.54,56.56,0
2017,4,16,14,8.67,58.38,0
2017,4,16,15,8.79,60.38,0
2017,4,16,16,8.85,62.81,0
2017,4,16,17,8.97,67.94,0
2017,4,16,18,9.28,79.19,0
2017,4,16,19,9.34,87.69,0
2017,4,16,20,9.4,92.38,0
2017,4,16,21,9.52,96.12,0
2017,4,16,22,9.58,98.88,0
2017,4,16,23,9.58,100,0
2017,4,17,0,9.52,100,0
2017,4,17,1,9.4,100,0
2017,4,17,2,9.34,100,0
2017,4,17,3,9.34,100,0
2017,4,17,4,9.4,100,0
2017,4,17,5,9.52,100,0.01
2017,4,17,6,9.7,95.12,0.02
2017,4,17,7,9.83,88.94,0.03
2017,4,17,8,9.64,82.44,0.04
2017,4,17,9,9.46,75.56,0.04
2017,4,17,10,9.22,69.31,0.06
2017,4,17,11,9.03,66.19,0.06
2017,4,17,12,9.03,65.94,0.08
2017,4,17,13,9.16,68.25,0.09
2017,4,17,14,9.28,74.12,0.11
2017,4,17,15,9.52,79.06,0.15
2017,4,17,16,9.7,82.69,0.2
2017,4,17,17,9.89,85.94,0.21
2017,4,17,18,9.83,89.56,0.18
2017,4,17,19,9.77,91.44,0.16
2017,4,17,20,9.83,92.62,0.35
2017,4,17,21,9.83,93.06,0.55
2017,4,17,22,9.77,93.25,1.04
2017,4,17,23,9.7,93.25,1.54
2017,4,18,0,9.64,93.06,1.41
2017,4,18,1,9.52,93.94,0.77
2017,4,18,2,9.22,95.44,0.49
2017,4,18,3,8.79,95.81,0.3
2017,4,18,4,8.24,94,0.17
2017,4,18,5,7.81,92.62,0.08
2017,4,18,6,7.39,88.44,0.03
2017,4,18,7,7.08,82.81,0.02
2017,4,18,8,6.96,75.31,0.02
2017,4,18,9,6.9,68,0.02
2017,4,18,10,6.84,62.12,0.01
2017,4,18,11,6.77,57.88,0
2017,4,18,12,6.65,55.12,0
2017,4,18,13,6.53,53.25,0
2017,4,18,14,6.35,51.44,0
2017,4,18,15,6.23,50.62,0
2017,4,18,16,6.1,50.62,0
2017,4,18,17,6.04,53,0
2017,4,18,18,6.9,68.69,0
2017,4,18,19,6.59,70.69,0
2017,4,18,20,6.35,68.81,0
2017,4,18,21,6.16,68.06,0
2017,4,18,22,6.1,69.31,0
2017,4,18,23,6.16,73.06,0
2017,4,19,0,6.16,76.94,0
2017,4,19,1,6.16,79.44,0
2017,4,19,2,6.16,80.62,0
2017,4,19,3,6.23,81.75,0
2017,4,19,4,6.29,83.31,0
2017,4,19,5,6.47,85.75,0
2017,4,19,6,7.14,81.81,0
2017,4,19,7,7.26,71.12,0
2017,4,19,8,7.63,65.62,0
2017,4,19,9,8,62.94,0
2017,4,19,10,8.12,60.69,0
2017,4,19,11,8.18,59.5,0
2017,4,19,12,8.3,59.25,0
2017,4,19,13,8.42,59.56,0
2017,4,19,14,8.54,60.62,0
2017,4,19,15,8.67,63,0
2017,4,19,16,8.85,66.88,0
2017,4,19,17,9.03,72.12,0
2017,4,19,18,9.28,80.31,0
2017,4,19,19,9.46,88.56,0
2017,4,19,20,9.58,92.81,0
2017,4,19,21,9.64,95.38,0
2017,4,19,22,9.7,97.44,0
2017,4,19,23,9.64,98.62,0
2017,4,20,0,9.58,98.5,0
2017,4,20,1,9.46,97.94,0
2017,4,20,2,9.46,97.5,0
2017,4,20,3,9.46,98,0
2017,4,20,4,9.4,98.12,0
2017,4,20,5,9.34,97.31,0
2017,4,20,6,9.34,93.25,0
2017,4,20,7,9.46,86.88,0
2017,4,20,8,9.46,79.06,0
2017,4,20,9,9.4,72.56,0
2017,4,20,10,9.34,67.94,0
2017,4,20,11,9.52,65.75,0
2017,4,20,12,9.83,65.69,0
2017,4,20,13,10.07,68.56,0
2017,4,20,14,10.19,69.88,0
2017,4,20,15,10.01,70.38,0
2017,4,20,16,9.77,70.38,0
2017,4,20,17,9.46,71.81,0
2017,4,20,18,9.52,80.38,0
2017,4,20,19,9.28,82.56,0
2017,4,20,20,8.73,78.19,0.55
2017,4,20,21,8.54,77.25,0.54
2017,4,20,22,8.36,78.44,0.3
2017,4,20,23,8,78.12,0.2
2017,4,21,0,7.57,77.75,0.11
2017,4,21,1,7.26,80.62,0.09
2017,4,21,2,7.08,83.31,0.05
2017,4,21,3,6.9,83.19,0.02
2017,4,21,4,6.53,83.75,0.05
2017,4,21,5,6.29,84.38,0.09
2017,4,21,6,6.16,81.56,0.11
2017,4,21,7,6.04,76.25,0.15
2017,4,21,8,5.74,67.88,0.2
2017,4,21,9,5.49,61.69,0.14
2017,4,21,10,5.31,58,0.14
2017,4,21,11,5.19,55.25,0.08
2017,4,21,12,5.13,52.88,0.06
2017,4,21,13,5.07,50.81,0.02
2017,4,21,14,5.07,49.38,0
2017,4,21,15,4.94,47.38,0
2017,4,21,16,4.7,46,0
2017,4,21,17,4.58,47,0
2017,4,21,18,5.25,59.88,0
2017,4,21,19,5.43,66.81,0
2017,4,21,20,5.55,68.69,0
2017,4,21,21,5.55,69.5,0
2017,4,21,22,5.55,70.5,0
2017,4,21,23,5.49,73.88,0
2017,4,22,0,5.49,77,0
2017,4,22,1,5.43,78.25,0
2017,4,22,2,5.43,78.88,0
2017,4,22,3,5.43,79,0
2017,4,22,4,5.43,80.12,0
2017,4,22,5,5.43,81.62,0
2017,4,22,6,5.49,79.5,0
2017,4,22,7,5.37,71,0
2017,4,22,8,5.07,60.75,0
2017,4,22,9,4.76,52.31,0
2017,4,22,10,4.58,46.62,0.01
2017,4,22,11,4.46,43.31,0.03
2017,4,22,12,4.39,42.19,0.08
2017,4,22,13,4.39,41.38,0.16
2017,4,22,14,4.39,42.56,0.16
2017,4,22,15,4.58,45.38,0.4
2017,4,22,16,4.76,49,0.74
2017,4,22,17,5.25,56.38,0.74
2017,4,22,18,5.8,68.94,0.62
2017,4,22,19,5.86,75.62,0.43
2017,4,22,20,5.8,81,0.09
2017,4,22,21,5.8,84.31,0.02
2017,4,22,22,5.62,83.5,0.33
2017,4,22,23,5.55,83.31,0.27
2017,4,23,0,5.55,83.19,0.17
2017,4,23,1,5.49,83.38,0.05
2017,4,23,2,5.49,83.69,0.07
2017,4,23,3,5.43,83.5,0.08
2017,4,23,4,5.37,82.75,0.06
2017,4,23,5,5.31,81.88,0.05
2017,4,23,6,5.68,78.19,0.05
2017,4,23,7,5.49,68.69,0.19
2017,4,23,8,5.25,62.31,0.08
2017,4,23,9,5.07,56.06,0.02
2017,4,23,10,4.94,50.94,0.01
2017,4,23,11,4.94,47.12,0
2017,4,23,12,4.88,44.31,0
2017,4,23,13,4.94,42.81,0
2017,4,23,14,4.94,42.31,0
2017,4,23,15,4.94,42.94,0
2017,4,23,16,4.94,44.56,0
2017,4,23,17,5.07,48.31,0
2017,4,23,18,5.98,65.69,0
2017,4,23,19,5.92,71.12,0
2017,4,23,20,5.55,66.56,0
2017,4,23,21,5.43,65.25,0
2017,4,23,22,5.43,67.38,0
2017,4,23,23,5.43,68.62,0
2017,4,24,0,5.43,68.25,0
2017,4,24,1,5.43,67.19,0
2017,4,24,2,5.37,64.44,0
2017,4,24,3,5.31,62.62,0
2017,4,24,4,5.31,65.12,0
2017,4,24,5,5.43,72.94,0
2017,4,24,6,6.04,77.94,0
2017,4,24,7,5.92,67.62,0
2017,4,24,8,5.92,59,0
2017,4,24,9,5.92,53.12,0
2017,4,24,10,6.04,50.06,0
2017,4,24,11,6.29,49.56,0
2017,4,24,12,6.59,50.19,0
2017,4,24,13,6.65,50.56,0
2017,4,24,14,6.65,50.62,0
2017,4,24,15,6.53,50.44,0
2017,4,24,16,6.35,50.19,0
2017,4,24,17,6.23,51.38,0
2017,4,24,18,6.96,66.38,0
2017,4,24,19,6.65,71.69,0
2017,4,24,20,6.35,72.31,0
2017,4,24,21,6.04,72.19,0
2017,4,24,22,5.8,73.06,0
2017,4,24,23,5.62,75.19,0
2017,4,25,0,5.37,76.56,0
2017,4,25,1,5.19,76.81,0
2017,4,25,2,5.07,76.69,0
2017,4,25,3,4.94,76.56,0
2017,4,25,4,4.88,76.81,0
2017,4,25,5,4.88,77.44,0
2017,4,25,6,5.19,71.94,0
2017,4,25,7,5,61.5,0
2017,4,25,8,4.88,48.94,0
2017,4,25,9,4.52,39.75,0
2017,4,25,10,4.39,35.62,0
2017,4,25,11,4.52,34.19,0
2017,4,25,12,5.07,36.38,0
2017,4,25,13,5.19,35.5,0
2017,4,25,14,5.37,36.25,0
2017,4,25,15,5.49,37.25,0
2017,4,25,16,5.55,38.25,0
2017,4,25,17,6.1,45,0
2017,4,25,18,7.26,63.44,0
2017,4,25,19,6.47,63.56,0
2017,4,25,20,6.16,63.88,0
2017,4,25,21,6.16,66.62,0
2017,4,25,22,6.23,69.44,0
2017,4,25,23,6.23,72,0
2017,4,26,0,6.16,73.38,0
2017,4,26,1,5.92,73.69,0
2017,4,26,2,5.68,73.81,0
2017,4,26,3,5.49,73.31,0
2017,4,26,4,5.37,72.38,0
2017,4,26,5,5.31,73,0
2017,4,26,6,5.98,73.56,0
2017,4,26,7,5.74,61.62,0
2017,4,26,8,5.8,51.12,0
2017,4,26,9,5.74,41.88,0
2017,4,26,10,5.92,39.38,0
2017,4,26,11,5.49,33.81,0
2017,4,26,12,5.31,30.81,0
2017,4,26,13,5.49,31.19,0
2017,4,26,14,5.68,32.62,0
2017,4,26,15,5.8,33.94,0
2017,4,26,16,5.86,35.81,0
2017,4,26,17,6.65,44.25,0
2017,4,26,18,8,64,0
2017,4,26,19,7.26,67.19,0
2017,4,26,20,6.84,67,0
2017,4,26,21,6.77,69,0
2017,4,26,22,6.77,71.5,0
2017,4,26,23,6.77,72.25,0
2017,4,27,0,6.77,71.75,0
2017,4,27,1,6.59,70.69,0
2017,4,27,2,6.41,69.69,0
2017,4,27,3,6.23,69.12,0
2017,4,27,4,6.04,68.75,0
2017,4,27,5,5.98,68.88,0
2017,4,27,6,6.77,72.06,0
2017,4,27,7,6.35,58.75,0
2017,4,27,8,6.65,52.5,0
2017,4,27,9,6.59,42.44,0
2017,4,27,10,6.35,37.69,0
2017,4,27,11,5.98,33.31,0
2017,4,27,12,5.74,29.94,0
2017,4,27,13,5.68,28.88,0
2017,4,27,14,5.86,29.81,0
2017,4,27,15,6.04,31.31,0
2017,4,27,16,6.23,34,0
2017,4,27,17,7.32,44.19,0
2017,4,27,18,8.73,64,0
2017,4,27,19,8.12,68.75,0
2017,4,27,20,7.87,70.81,0
2017,4,27,21,7.57,70.81,0
2017,4,27,22,7.14,67.75,0
2017,4,27,23,6.9,65.69,0
2017,4,28,0,6.77,64.06,0
2017,4,28,1,6.59,63.38,0
2017,4,28,2,6.53,63.56,0
2017,4,28,3,6.53,63.56,0
2017,4,28,4,6.47,64.56,0
2017,4,28,5,6.53,66.81,0
2017,4,28,6,7.39,71.88,0
2017,4,28,7,6.9,59.94,0
2017,4,28,8,7.14,51.81,0
2017,4,28,9,6.29,36.69,0
2017,4,28,10,5.68,29.69,0
2017,4,28,11,5.37,26.25,0
2017,4,28,12,5.31,24.94,0
2017,4,28,13,5.37,24.62,0
2017,4,28,14,5.49,25.19,0
2017,4,28,15,5.55,26.19,0
2017,4,28,16,5.8,28.44,0
2017,4,28,17,6.71,36.12,0
2017,4,28,18,8.67,57.25,0
2017,4,28,19,8.24,64.12,0
2017,4,28,20,8.06,67.06,0
2017,4,28,21,7.81,67.62,0
2017,4,28,22,7.45,65,0
2017,4,28,23,6.71,57.94,0
2017,4,29,0,6.35,54.06,0
2017,4,29,1,6.23,54.44,0
2017,4,29,2,6.35,58.25,0
2017,4,29,3,6.41,60.31,0
2017,4,29,4,6.35,61,0
2017,4,29,5,6.41,64,0
2017,4,29,6,7.57,70.19,0
2017,4,29,7,6.9,56.19,0
2017,4,29,8,7.32,52.56,0
2017,4,29,9,6.84,40.69,0
2017,4,29,10,6.59,35.19,0
2017,4,29,11,6.53,32.56,0
2017,4,29,12,6.59,31.56,0
2017,4,29,13,6.65,31.38,0
2017,4,29,14,6.65,31.75,0
2017,4,29,15,6.65,32.69,0
2017,4,29,16,6.9,35.88,0
2017,4,29,17,7.57,43.88,0
2017,4,29,18,9.09,64.62,0
2017,4,29,19,8.79,70.5,0
2017,4,29,20,8.48,69.69,0
2017,4,29,21,8.3,71.5,0
2017,4,29,22,8.18,71.62,0
2017,4,29,23,8.06,70.62,0
2017,4,30,0,7.75,69.88,0
2017,4,30,1,7.45,69.19,0
2017,4,30,2,7.32,68.88,0
2017,4,30,3,7.26,68.56,0
2017,4,30,4,7.39,68.88,0
2017,4,30,5,7.39,69.19,0
2017,4,30,6,8.18,70.25,0
2017,4,30,7,7.51,56.19,0
2017,4,30,8,7.75,52.69,0
2017,4,30,9,6.9,40.19,0
2017,4,30,10,6.41,34.44,0
2017,4,30,11,6.16,31.06,0
2017,4,30,12,6.04,29,0
2017,4,30,13,5.98,28.19,0
2017,4,30,14,5.98,27.88,0
2017,4,30,15,5.92,28,0
2017,4,30,16,5.98,29.19,0
2017,4,30,17,6.53,33.69,0
2017,4,30,18,8.48,51.12,0
2017,4,30,19,8.3,55.38,0
2017,4,30,20,8.24,57.12,0
2017,4,30,21,7.93,56.31,0
2017,4,30,22,7.51,54,0
2017,4,30,23,7.08,51.69,0
2017,5,1,0,7.14,53.06,0
2017,5,1,1,7.45,57.38,0
2017,5,1,2,7.93,64,0
2017,5,1,3,8.42,71.12,0
2017,5,1,4,8.67,76.5,0
2017,5,1,5,8.61,79.56,0
2017,5,1,6,8.79,79.62,0
2017,5,1,7,8.54,72.69,0
2017,5,1,8,8.91,66.69,0
2017,5,1,9,9.28,61.25,0
2017,5,1,10,9.28,54.31,0
